Deflection	Force
3,216020346	966,1569824
3,217852592	968,7706299
3,225280762	970,5130615
3,23077774	972,2554321
3,239889622	974,8690796
3,249026299	974,8690796
3,250883341	976,6115112
3,256429911	978,3539429
3,267448425	980,0963745
3,269255877	982,7099609
3,280175209	985,3236084
3,28752923	987,9372559
3,291292906	986,1948242
3,294932604	988,8084717
3,304069519	991,4220581
3,311373711	993,1644897
3,314988852	994,9069214
3,318702936	996,649353
3,327914	1000,134155
3,329771042	998,3917847
3,333460331	1001,876587
3,342572212	1003,619019
3,347994804	1005,36145
3,355348825	1007,103882
3,357255459	1008,846252
3,362776995	1007,103882
3,366441727	1008,846252
3,375578403	1011,4599
3,382833242	1013,202332
3,392118454	1015,815979
3,397590637	1018,429565
3,403112173	1020,171997
3,414006948	1021,914429
3,41955328	1024,528076
3,426932096	1027,141724
3,436118364	1028,012939
3,441590309	1031,497681
3,44520545	1033,240112
3,448820591	1031,497681
3,450652838	1033,240112
3,452534676	1035,85376
3,463602781	1037,596191
3,469124317	1039,338623
3,480043888	1041,952271
3,481851339	1044,565918
3,483683586	1041,081055
3,487372875	1042,823486
3,492919445	1044,565918
3,498416185	1046,30835
3,50393796	1048,921997
3,5094347	1050,664307
3,511266947	1048,921997
3,514882088	1051,535522
3,524018764	1053,277954
3,529614687	1055,020386
3,540583849	1059,376465
3,5423913	1057,634033
3,544223547	1060,247681
3,551503181	1061,990112
3,553360224	1063,732544
3,560788393	1065,474976
3,56992507	1068,088501
3,571782112	1069,830933
3,573589802	1067,217407
3,575397253	1069,830933
3,584484577	1072,44458
3,593744993	1074,187012
3,597434282	1071,573364
3,599241972	1075,058228
3,601099014	1077,671875
3,602956057	1075,929443
3,610260487	1077,671875
3,619347572	1080,285522
3,621204615	1078,543091
3,624844551	1081,156738
3,628583193	1082,89917
3,635937214	1085,512817
3,639651299	1087,255127
3,648713827	1088,997559
3,65232873	1090,73999
3,654210567	1092,482422
3,657850504	1088,997559
3,659682751	1090,73999
3,665278673	1093,353638
3,66711092	1095,967285
3,670750856	1093,353638
3,67441535	1097,709717
3,678080082	1095,967285
3,68171978	1097,709717
3,683527231	1099,452148
3,692688704	1101,19458
3,700092316	1102,937012
3,703781605	1104,679321
3,711086035	1108,164185
3,714701176	1104,679321
3,716533422	1106,421753
3,72017312	1108,164185
3,731290817	1109,906616
3,734955311	1111,649048
3,742284536	1114,262695
3,747731924	1116,005127
3,756843805	1118,618774
3,764271975	1120,361206
3,769768953	1122,103638
3,777073383	1124,717163
3,786185265	1122,974731
3,788017511	1128,202026
3,791731596	1124,717163
3,79351449	1128,202026
3,799110413	1130,815674
3,808271885	1131,68689
3,810079336	1133,429321
3,820998907	1134,300537
3,824688196	1136,042969
3,82835269	1137,7854
3,832116365	1136,042969
3,835780859	1139,527832
3,839445591	1137,7854
3,841277838	1139,527832
3,843110085	1141,270142
3,848582268	1143,012573
3,857694149	1146,497437
3,859526396	1144,755005
3,86324048	1148,239868
3,866954565	1145,626221
3,870619297	1148,239868
3,872451544	1149,9823
3,877923727	1151,724731
3,879731178	1149,9823
3,883395672	1152,595947
3,887035608	1154,338379
3,894340038	1156,080811
3,899960756	1157,823242
3,901793003	1160,436768
3,90362525	1158,694458
3,909122229	1160,436768
3,91092968	1162,179199
3,912737131	1160,436768
3,914594173	1162,179199
3,918209314	1163,921631
3,927345991	1165,664063
3,936606646	1165,664063
3,940271139	1168,27771
3,945768118	1165,664063
3,947575569	1167,406494
3,949407816	1169,148926
3,951240063	1167,406494
3,954855204	1171,762573
3,96037674	1170,020142
3,962184429	1172,633789
3,964016676	1174,376221
3,975109577	1175,247437
3,976941824	1176,989868
3,982413769	1179,603394
3,989668846	1181,345825
3,995215178	1183,088257
4,00261879	1185,701904
4,011780262	1188,315552
4,013562679	1186,57312
4,017251968	1190,929199
4,020842552	1189,186768
4,022674561	1190,929199
4,031885624	1193,542847
4,039264679	1196,156372
4,048401356	1197,027588
4,050233364	1198,77002
4,059345245	1198,77002
4,064842224	1200,512451
4,0686059	1202,254883
4,075959682	1203,997314
4,08140707	1205,739746
4,086879253	1208,353394
4,094183922	1206,610962
4,097848415	1209,224609
4,101587296	1211,838257
4,112605572	1215,322998
4,116220951	1213,580688
4,118077755	1216,194214
4,11991024	1217,936646
4,129022121	1217,936646
4,13085413	1219,679077
4,132686615	1221,421509
4,134568214	1219,679077
4,138282776	1222,292725
4,147444248	1223,16394
4,151059151	1224,906372
4,152915955	1226,648804
4,158338547	1224,906372
4,162028313	1227,52002
4,163860321	1225,777588
4,165692806	1229,262451
4,17128849	1231,004883
4,182257652	1229,262451
4,184065342	1231,004883
4,189537048	1232,747192
4,20050621	1233,618408
4,202412605	1235,36084
4,204294682	1237,103271
4,20612669	1238,845703
4,20979166	1237,103271
4,211623669	1239,716919
4,218928337	1244,072998
4,220760345	1242,330566
4,229847908	1244,944214
4,233512402	1243,201782
4,237276077	1248,429077
4,240940571	1246,686646
4,244605064	1248,429077
4,253766537	1249,300293
4,257381439	1251,042603
4,259189129	1252,785034
4,262853622	1254,527466
4,264686108	1252,785034
4,268375397	1254,527466
4,272114277	1256,269897
4,273946285	1258,012329
4,281275749	1256,269897
4,284890652	1259,754761
4,286723137	1258,012329
4,288555145	1260,625977
4,290362835	1264,11084
4,29219532	1259,754761
4,295835018	1261,497192
4,299549103	1263,239624
4,301356792	1261,497192
4,303238392	1264,11084
4,306952477	1262,368408
4,308760166	1264,11084
4,31242466	1265,853271
4,314281464	1264,11084
4,317896843	1268,466919
4,327008724	1268,466919
4,334337711	1270,209229
4,341790676	1273,694092
4,350952148	1273,694092
4,352735043	1275,436523
4,358207226	1277,178955
4,369151592	1278,921387
4,371057987	1280,663818
4,372939587	1282,40625
4,385741234	1285,019897
4,391213417	1286,762207
4,394853115	1285,019897
4,398517609	1287,633423
4,400374889	1289,375854
4,409610271	1291,118286
4,411417961	1289,375854
4,41510725	1291,989502
4,426051617	1291,118286
4,427859306	1292,860718
4,435188293	1294,603149
4,442616463	1297,216797
4,444448948	1295,474365
4,448113441	1298,959229
4,457250118	1301,572876
4,466362	1304,186523
4,470001698	1302,444092
4,473790169	1306,800049
4,479287148	1308,54248
4,482951641	1305,928833
4,484784126	1307,671265
4,490231514	1310,284912
4,499343395	1312,027344
4,503007889	1313,769775
4,504840374	1315,512207
4,514125347	1318,125854
4,515957832	1316,383423
4,517789841	1314,640991
4,51959753	1318,99707
4,523262024	1317,254639
4,528684616	1319,868286
4,532324314	1321,610718
4,541609764	1321,610718
4,545274258	1324,224243
4,550771236	1325,966675
4,552628517	1324,224243
4,55624342	1326,837891
4,563498497	1325,095459
4,567212582	1329,451538
4,569019794	1326,837891
4,572709084	1329,451538
4,580112934	1332,065186
4,585609436	1330,322754
4,587417126	1333,807617
4,592889309	1335,550049
4,594696999	1332,936401
4,598336697	1334,678833
4,605690479	1338,163696
4,609454155	1340,777344
4,613093853	1338,163696
4,614926338	1339,906128
4,616758347	1341,648438
4,624063015	1343,390869
4,631318092	1345,133301
4,633150101	1346,875732
4,644292355	1346,875732
4,647956848	1348,618164
4,649764538	1350,360596
4,65892601	1352,103027
4,668013096	1355,587891
4,67727375	1358,201538
4,679106236	1356,459106
4,680938244	1354,716675
4,684602737	1358,201538
4,69376421	1359,072754
4,701019287	1355,587891
4,702876091	1359,072754
4,704708576	1360,815063
4,70837307	1359,072754
4,710255146	1360,815063
4,71391964	1362,557495
4,719441414	1364,299927
4,723056316	1362,557495
4,724888802	1364,299927
4,732217789	1366,042358
4,737714767	1369,527222
4,73952198	1367,78479
4,741354465	1366,042358
4,743236065	1369,527222
4,75061512	1373,883301
4,752447128	1371,269653
4,754279613	1369,527222
4,756111622	1372,140869
4,757894516	1373,883301
4,763366699	1375,625732
4,774360657	1377,368164
4,781788826	1379,981689
4,787285805	1381,724121
4,796397686	1383,466553
4,805534363	1384,337769
4,811080456	1386,951416
4,812937737	1388,693848
4,81479454	1386,0802
4,81660223	1387,822632
4,822124004	1389,565063
4,827596188	1391,307495
4,83301878	1393,049927
4,842180252	1394,792358
4,85144043	1394,792358
4,853272915	1396,534668
4,856937408	1393,049927
4,858745098	1396,534668
4,862434387	1394,792358
4,864242077	1396,534668
4,866024494	1398,2771
4,873353958	1400,019531
4,875185966	1401,761963
4,884446621	1401,761963
4,8899436	1405,246826
4,899030685	1405,246826
4,902670383	1407,860474
4,906359673	1409,602905
4,915620327	1408,731689
4,917428017	1412,216553
4,924781799	1414,830078
4,933868885	1417,443726
4,935676575	1415,701294
4,943005562	1419,186157
4,944862843	1417,443726
4,946769238	1415,701294
4,948626518	1417,443726
4,952266216	1419,186157
4,957812786	1420,928589
4,965067387	1422,671021
4,966875076	1424,413452
4,976011753	1423,542236
4,979750633	1426,155884
4,988936901	1425,284668
4,990768909	1427,0271
4,998073578	1425,284668
5,00168848	1427,898315
5,007185459	1429,640747
5,012707233	1431,383179
5,014588833	1428,769531
5,016446114	1430,511963
5,018253326	1433,996704
5,021942616	1431,383179
5,023775101	1433,996704
5,029222488	1435,739136
5,03652668	1439,223999
5,045688152	1441,837646
5,056781292	1445,32251
5,06222868	1442,708862
5,065917969	1445,32251
5,073147774	1447,064941
5,078694344	1448,807373
5,087954998	1450,549805
5,098923683	1449,678589
5,100706577	1451,420898
5,104346275	1453,16333
5,108011246	1454,905762
5,115389824	1457,519409
5,119103909	1454,905762
5,120936394	1457,519409
5,131929874	1459,261841
5,140992165	1460,133057
5,142849445	1458,390625
5,144681931	1460,133057
5,155749798	1461,004272
5,159439087	1462,746704
5,166768074	1464,489136
5,170358658	1466,231567
5,173998356	1464,489136
5,175855637	1466,231567
5,17771244	1469,716309
5,186923504	1471,45874
5,194277287	1469,716309
5,196084976	1474,072388
5,205172062	1474,943604
5,210693836	1476,686035
5,219954491	1478,428467
5,225450993	1480,170898
5,229091167	1481,91333
5,240010262	1484,526978
5,243675232	1482,784546
5,24550724	1484,526978
5,247339725	1486,269409
5,258457184	1488,011719
5,260313988	1489,75415
5,267569065	1488,011719
5,26940155	1490,625366
5,278513432	1492,367798
5,28408432	1496,723877
